CUST_ID,PURCHASES,SUPPORT_PURCHASES,PURCHASES_FREQUENCY,SUPPORT_FREQUENCY,ACTIVITY,PRODUCT_TYPE,SEGMENT
C17000,351.5,351.5,0.5,0.416667,0,0,5
C17001,45,45,0.083333,0.083333,0,0,1
C17002,295.83,295.83,1,0.888889,0,0,3
C17003,197.21,0,0.083333,0,0,0,1
C17004,167.22,167.22,0.416667,0.416667,0,0,3
C17005,0,0,0,0,0,0,1
C17006,2811.86,805.06,1,0.583333,0,1,4
C17007,30.57,30.57,0.083333,0.083333,1,0,1
C17008,385.76,385.76,1,1,1,0,1
C17009,501.88,476.88,1,1,1,0,4
C17010,0,0,0,0,1,0,5
C17011,541.75,0,0.25,0,1,0,4
C17012,1861.74,0,0.25,0,0,1,2
C17013,947.07,132,0.666667,0.416667,0,0,5
C17014,0,0,0,0,0,0,2
C17015,2219.39,1932.39,1,0.916667,1,1,2
C17016,1086.26,1086.26,1,1,1,1,3
C17017,210.09,81.69,0.363636,0.272727,0,0,2
C17018,1682.36,242.22,0.666667,0.416667,1,1,1
C17019,237,237,1,0.916667,1,0,3
C17020,0,0,0,0,0,0,3
C17021,729.47,162.95,0.75,0.166667,1,0,4
C17022,80,80,0.166667,0.166667,1,0,4
C17023,2542.75,1355.52,1,1,1,1,4
C17024,359.5,359.5,0.416667,0.416667,0,0,2
C17025,1890.09,876.79,0.9,0.8,1,1,5
C17026,334.9,334.9,1,0.916667,0,0,3
C17027,1050.6,0,0.583333,0,0,1,1
C17028,84,84,0.166667,0.166667,1,0,2
C17029,0,0,0,0,1,0,5
C17030,0,0,0,0,0,0,4
C17031,319.34,0,0.125,0,1,0,5
C17032,1158.02,832.5,0.416667,0.333333,0,1,1
C17033,80.43,80.43,0.272727,0.181818,0,0,3
C17034,1768.05,1768.05,1,1,1,1,2
C17035,480.7,480.7,0.909091,0.909091,1,0,4
C17036,0,0,0,0,1,0,2
C17037,285.24,285.24,0.5,0.5,0,0,4
C17038,329.86,172.86,0.916667,0.916667,0,0,1
C17039,0,0,0,0,1,0,1
C17040,366.66,366.66,0.166667,0.083333,1,0,1
C17041,70,70,0.4,0.3,0,0,4
C17042,0,0,0,0,0,0,4
C17043,99.77,45.64,0.166667,0.083333,0,0,4
C17044,1499.94,1499.94,0.75,0.666667,0,1,5
C17045,5629.41,6229.41,0.916667,1,1,1,3
C17046,0,0,0,0,0,0,4
C17047,466.67,466.67,0.5,0.416667,0,0,2
C17048,445.7,445.7,0.833333,0.833333,0,0,1
C17049,2619.2,146.64,0.75,0.25,1,1,3
C17050,47.79,0,0.25,0,0,0,1
C17051,370.4,135,0.333333,0.25,0,0,1
C17052,0,0,0,0,1,0,1
C17053,637.97,592.32,1,1,1,0,4
C17054,102,0,0.166667,0,0,0,3
C17055,0,0,0,0,0,0,1
C17056,19.88,0,0.083333,0,1,0,5
C17057,1059.26,135,0.833333,0.25,1,1,2
C17058,29.9,0,0.083333,0,1,0,3
C17059,268.68,268.68,1,1,0,0,1
C17060,0,0,0,0,1,0,5
C17062,499.98,499.98,0.857143,0.714286,1,0,5
C17063,0,0,0,0,0,0,4
C17064,616.95,164.07,0.833333,0.666667,1,0,4
C17065,126.6,126.6,0.5,0.416667,1,0,1
C17066,0,0,0,0,1,0,4
C17067,0,0,0,0,0,0,2
C17068,1313,0,0.583333,0,0,1,1
C17069,51.7,51.7,0.25,0.25,0,0,4
C17070,431.28,0,0.083333,0,0,0,4
C17071,62.25,62.25,0.083333,0.083333,1,0,4
C17072,1675.91,728.21,0.9,0.8,1,1,5
C17073,0,0,0,0,0,0,2
C17074,574.95,453.65,0.666667,0.5,0,0,1
C17075,73.17,73.17,0.3,0.3,0,0,2
C17076,630.42,287.89,1,1,1,0,3
C17077,389.44,389.44,0.727273,0.727273,1,0,5
C17078,229,0,0.083333,0,0,0,3
C17079,479.96,479.96,1,1,1,0,5
C17080,0,0,0,0,1,0,4
C17081,0,0,0,0,0,0,4
C17082,1342.31,1100.56,0.583333,0.583333,0,1,2
C17083,0,0,0,0,0,0,2
C17084,3248.83,1314.9,0.833333,0.416667,1,1,5
C17085,247.92,247.92,1,1,1,0,1
C17086,1551.27,606.5,1,0.916667,1,1,3
C17087,71.99,71.99,0.166667,0.166667,1,0,2
C17088,172.61,0,0.166667,0,0,0,2
C17089,79.8,0,0.1,0,1,0,3
C17090,0,0,0,0,1,0,4
C17091,210.8,210.8,0.833333,0.833333,1,0,1
C17092,547.46,90,0.909091,0.454545,1,0,1
C17093,381.2,381.2,0.916667,0.916667,1,0,1
C17094,1000,0,0.333333,0,0,0,2
C17095,1666.2,1666.2,1,1,0,1,1
C17096,773.36,653.56,0.333333,0.25,0,0,4
C17097,0,0,0,0,0,0,5
C17098,229.25,229.25,0.583333,0.583333,0,0,1
C17099,0,0,0,0,0,0,2
C17100,684.24,684.24,1,1,1,0,4
C17101,848,0,0.166667,0,0,0,4
C17102,416.76,416.76,0.583333,0.583333,0,0,1
C17103,0,0,0,0,0,0,5
C17104,0,0,0,0,1,0,4
C17105,4689.03,617.9,0.916667,0.75,0,1,1
C17106,150,150,0.333333,0.25,0,0,4
C17107,1169,1169,1,1,1,1,1
C17108,114,0,0.083333,0,1,0,4
C17109,35,35,0.166667,0.166667,1,0,1
C17110,1067.5,216.9,0.7,0.2,0,1,5
C17111,427.5,427.5,1,1,1,0,4
C17112,1002,1002,0.333333,0.25,0,1,1
C17113,468.36,219.36,0.666667,0.666667,1,0,3
C17114,223.6,168,0.75,0.083333,0,0,2
C17115,0,0,0,0,0,0,2
C17116,0,0,0,0,1,0,1
C17117,376.2,376.2,1,1,0,0,5
C17118,2443.2,2443.2,0.833333,0.833333,1,1,2
C17119,668.27,668.27,0.583333,0.5,1,0,1
C17120,76,76,0.166667,0.166667,0,0,5
C17121,0,0,0,0,0,0,5
C17122,1348.41,802.2,0.666667,0.5,1,1,1
C17123,0,0,0,0,0,0,5
C17124,595.86,311.36,0.583333,0.5,1,0,4
C17125,363.38,363.38,0.833333,0.666667,0,0,4
C17126,1235.39,0,0.916667,0,1,1,1
C17127,570.96,570.96,1,0.833333,0,0,2
C17128,0,0,0,0,1,0,4
C17129,320,320,1,0.875,1,0,2
C17130,0,0,0,0,1,0,5
C17131,0,0,0,0,1,0,5
C17132,0,0,0,0,0,0,5
C17133,2996.92,714.33,1,0.75,0,1,1
C17134,0,0,0,0,1,0,2
C17135,110,110,0.166667,0.166667,1,0,5
C17136,502.54,0,0.416667,0,1,0,2
C17137,578,578,0.666667,0.666667,0,0,5
C17138,151.69,0,0.083333,0,0,0,2
C17139,1690.93,0,0.6,0,1,1,1
C17140,0,0,0,0,0,0,4
C17141,930,930,0.6,0.5,0,0,2
C17142,356.27,354.87,0.25,0.166667,1,0,4
C17143,163.2,163.2,0.75,0.75,0,0,4
C17144,0,0,0,0,1,0,1
C17145,0,0,0,0,1,0,3
C17146,924.34,386.28,0.75,0.666667,1,0,3
C17147,0,0,0,0,0,0,3
C17148,0,0,0,0,0,0,1
C17149,573.36,118.36,0.25,0.166667,0,0,2
C17150,680,680,0.727273,0.636364,1,0,2
C17151,45.65,0,0.083333,0,1,0,2
C17152,91,45,0.5,0.416667,1,0,2
C17153,69.8,0,0.090909,0,0,0,2
C17154,569.2,253.33,0.5,0.25,1,0,4
C17156,245.77,0,0.083333,0,1,0,4
C17157,986,986,1,0.8,0,0,5
C17158,0,0,0,0,0,0,3
C17159,72.9,72.9,0.555556,0.444444,1,0,1
C17160,833.36,833.36,1,1,0,0,1
C17161,619.59,0,0.083333,0,1,0,1
C17162,393.29,347.64,1,1,1,0,5
C17163,383.45,383.45,0.583333,0.5,1,0,5
C17164,617.98,0,0.333333,0,1,0,2
C17165,1187.42,0,0.916667,0,0,1,4
C17166,0,0,0,0,0,0,3
C17167,464.95,330.05,0.75,0.416667,1,0,4
C17168,1385.56,1135.56,1,1,1,1,1
C17169,294.28,294.28,0.333333,0.25,0,0,3
C17170,673.1,26.49,1,0.083333,1,0,3
C17172,187.5,187.5,0.5,0.416667,0,0,2
C17173,274.92,274.92,1,1,1,0,2
C17174,770.05,660.65,0.916667,0.833333,1,0,5
C17175,398.98,398.98,0.5,0.333333,0,0,4
C17176,41.2,0,0.083333,0,1,0,3
C17177,4085.81,928.5,0.833333,0.5,0,1,1
C17178,643.6,643.6,0.833333,0.75,0,0,3
C17179,1019.33,839.33,1,1,0,1,3
C17180,134.97,134.97,0.25,0.25,1,0,4
C17181,2863.31,455.78,1,0.75,1,1,4
C17182,76.51,25.58,0.166667,0.166667,1,0,4
C17183,4655.55,1356.12,0.75,0.666667,0,1,2
C17184,450,450,0.5,0.416667,1,0,2
C17185,155.96,155.96,0.333333,0.333333,1,0,5
C17186,0,0,0,0,0,0,3
C17187,144.94,144.94,0.333333,0.25,0,0,5
C17188,84.99,0,0.166667,0,0,0,4
C17189,650.04,650.04,1,1,0,0,5
C17190,891.28,891.28,0.5,0.5,1,0,1
C17191,1958.59,420.77,1,1,0,1,5
C17192,1.4,0,0.166667,0,0,0,2
C17193,77,0,0.083333,0,0,0,4
C17194,0,0,0,0,0,0,4
C17195,1004.98,530.4,0.833333,0.75,0,1,5
C17196,990.73,0,0.25,0,0,0,3
C17197,630.03,0,0.083333,0,1,0,4
C17198,150,150,0.333333,0.333333,1,0,5
C17199,4337.19,1426.56,1,1,1,1,1
C17200,391.32,391.32,1,0.916667,0,0,5
C17201,0,0,0,0,1,0,2
C17202,0,0,0,0,0,0,5
C17203,0,0,0,0,0,0,3
C17204,2961.46,1000,0.833333,0.333333,1,1,2
C17205,776.92,0,0.833333,0,0,0,2
C17206,0,0,0,0,0,0,1
C17207,1108.36,239.2,0.75,0.666667,1,1,4
C17208,373.34,63.34,0.333333,0.083333,0,0,1
C17209,213.75,213.75,0.75,0.666667,1,0,1
C17210,1632.88,123.98,0.75,0.166667,1,1,4
C17211,450.45,126.65,0.583333,0.333333,1,0,4
C17212,0,0,0,0,0,0,5
C17213,796.56,796.56,1,1,0,0,3
C17214,1503.26,311,0.583333,0.416667,0,1,1
C17215,0,0,0,0,1,0,5
C17216,961.86,961.86,1,1,0,0,3
C17217,50.37,50.37,0.25,0.25,0,0,2
C17218,0,0,0,0,1,0,2
C17219,342.74,342.74,1,1,1,0,3
C17220,1063.65,643.41,1,1,0,1,5
C17221,3173.5,3173.5,1,0.909091,1,1,3
C17222,424.44,424.44,1,1,0,0,2
C17223,701.52,701.52,0.583333,0.5,0,0,1
C17224,0,0,0,0,1,0,3
C17225,0,0,0,0,0,0,4
C17226,589.94,589.94,1,1,0,0,2
C17227,332.5,332.5,0.25,0.166667,0,0,2
C17228,313.25,313.25,0.583333,0.583333,0,0,4
C17229,1055.7,1055.7,1,1,1,1,5
C17230,1337.18,1250.58,1,0.916667,0,1,4
C17231,0,0,0,0,1,0,3
C17232,229,0,0.083333,0,0,0,1
C17233,0,0,0,0,0,0,5
C17234,170,0,0.166667,0,0,0,2
C17235,912.98,0,0.333333,0,0,0,1
C17236,45,0,0.5,0,1,0,4
C17237,26784.62,270.3,0.583333,0.083333,0,1,2
C17239,111.84,111.84,0.916667,0.916667,1,0,1
C17240,1691.22,1691.22,0.833333,0.75,1,1,2
C17241,96.69,0,1,0,1,0,1
C17242,901.6,0,0.75,0,1,0,1
C17243,610.47,610.47,0.818182,0.727273,1,0,3
C17244,278,278,0.666667,0.666667,1,0,4
C17245,217.5,0,0.083333,0,1,0,5
C17246,0,0,0,0,1,0,2
C17247,503.92,133.62,0.777778,0.666667,1,0,3
C17248,0,0,0,0,0,0,4
C17249,0,0,0,0,0,0,4
C17250,1242.55,1242.55,0.583333,0.583333,1,1,1
C17251,860.95,0,0.583333,0,0,0,3
C17252,622.03,622.03,1,1,0,0,2
C17253,0,0,0,0,1,0,5
C17254,400,400,1,0.9,1,0,4
C17255,556.52,19.52,0.166667,0.083333,1,0,5
C17256,0,0,0,0,1,0,5
C17257,0,0,0,0,0,0,5
C17258,0,0,0,0,1,0,3
C17259,682.64,682.64,0.666667,0.583333,1,0,2
C17260,209.62,209.62,0.666667,0.583333,0,0,1
C17261,341.37,341.37,0.583333,0.5,1,0,4
C17262,0,0,0,0,0,0,5
C17263,449.86,449.86,1,1,1,0,1
C17264,1118.91,0,0.583333,0,1,1,4
C17265,74.99,74.99,0.25,0.166667,1,0,2
C17266,250.72,0,0.5,0,0,0,3
C17267,0,0,0,0,1,0,5
C17268,0,0,0,0,1,0,3
C17269,46.65,0,0.083333,0,0,0,1
C17270,3482.9,2132.1,0.916667,1,1,1,2
C17271,947.97,947.97,1,1,0,0,4
C17272,0,0,0,0,0,0,5
C17273,1976.5,700,1,0.727273,1,1,4
C17274,207,207,1,1,1,0,5
C17275,93.6,93.6,0.25,0.25,1,0,4
C17276,199.32,199.32,1,1,0,0,3
C17277,269.34,191.34,0.666667,0.583333,0,0,3
C17278,1259.93,124.97,0.416667,0.25,1,1,4
C17279,286.56,286.56,0.25,0.25,0,0,2
C17280,319.34,319.34,0.333333,0.333333,0,0,2
C17281,237.66,237.66,0.25,0.166667,0,0,5
C17282,142,130,0.416667,0.333333,0,0,4
C17283,380.1,380.1,0.416667,0.416667,0,0,2
C17284,667.39,452.86,0.636364,0.545455,1,0,4
C17285,166.63,166.63,0.083333,0.083333,0,0,4
C17286,1659.13,317.84,0.75,0.5,1,1,4
C17287,0,0,0,0,0,0,2
C17288,368.84,368.84,0.5,0.416667,0,0,2
C17289,234,234,0.625,0.625,1,0,1
C17290,3148.36,732.61,1,0.833333,0,1,5
C17291,158,68,0.333333,0.333333,1,0,3
C17292,302.91,0,1,0,1,0,1
C17293,195,195,0.416667,0.416667,1,0,1
C17294,750.02,162,0.75,0.625,0,0,4
C17295,1944.26,1244.26,0.5,0.416667,0,1,4
C17296,74,74,0.166667,0.083333,0,0,1
C17297,0,0,0,0,1,0,4
C17298,952.02,506.94,0.583333,0.583333,1,0,2
C17299,84.05,84.05,0.416667,0.416667,0,0,3
C17300,0,0,0,0,1,0,2
C17302,0,0,0,0,1,0,2
C17303,844.45,0,0.416667,0,0,0,3
C17304,3670.46,1066.88,1,1,0,1,5
C17305,0,0,0,0,1,0,2
C17306,664.83,664.83,0.666667,0.583333,1,0,4
C17307,582.6,582.6,1,1,0,0,3
C17308,1024.75,1024.75,1,1,1,1,2
C17309,862.95,0,0.333333,0,0,0,4
C17310,220.7,220.7,0.833333,0.75,1,0,2
C17311,4349.38,323.3,0.833333,0.583333,1,1,4
C17312,124.65,0,0.166667,0,1,0,5
C17313,252,252,0.583333,0.583333,0,0,5
C17314,182.16,182.16,0.666667,0.583333,0,0,2
C17315,5244.8,3155.06,1,1,1,1,4
C17316,335,236,0.416667,0.333333,1,0,4
C17317,2783.03,775.77,0.777778,0.666667,1,1,2
C17318,283.02,283.02,1,0.833333,0,0,4
C17319,218.76,218.76,1,1,0,0,4
C17320,4258.57,1136.64,0.916667,0.75,0,1,5
C17321,384,384,1,1,1,0,4
C17322,0,0,0,0,0,0,3
C17323,88.89,0,0.166667,0,0,0,3
C17324,0,0,0,0,0,0,1
C17325,0,0,0,0,0,0,5
C17326,0,0,0,0,0,0,2
C17327,1410.35,714.9,1,1,1,1,1
C17328,0,0,0,0,1,0,3
C17329,772.8,0,0.6,0,1,0,3
C17330,1175.88,1175.88,0.75,0.75,1,1,1
C17331,604.52,426.36,1,1,1,0,4
C17332,248.1,137.3,0.25,0.083333,0,0,5
C17334,55,55,0.333333,0.333333,0,0,5
C17335,109.16,74.16,0.666667,0.666667,0,0,4
C17336,141.12,141.12,0.583333,0.5,1,0,5
C17337,533.73,319.75,0.666667,0.333333,0,0,2
C17338,0,0,0,0,0,0,3
C17339,865.07,865.07,0.5,0.5,0,0,4
C17340,133.35,133.35,0.083333,0.083333,0,0,4
C17341,81.12,81.12,0.25,0.166667,0,0,2
C17342,234.48,234.48,1,1,0,0,4
C17343,1986.7,1986.7,0.5,0.5,0,1,4
C17344,2159.68,1561.66,1,1,0,1,5
C17345,169.56,169.56,0.75,0.666667,1,0,2
C17346,4266.25,2052.2,1,1,0,1,2
C17347,458,0,0.166667,0,1,0,4
C17348,2371.92,2371.92,1,1,0,1,2
C17349,64.12,64.12,0.583333,0.5,1,0,4
C17350,0,0,0,0,0,0,4
C17351,211.05,0,0.333333,0,1,0,3
C17352,265.18,110.28,0.454545,0.272727,1,0,3
C17353,588,588,1,1,0,0,1
C17354,0,0,0,0,1,0,4
C17355,100,0,0.090909,0,0,0,3
C17356,505.79,393.3,0.916667,0.75,0,0,1
C17357,779.35,0,0.4,0,1,0,1
C17358,339.69,339.69,0.25,0.166667,1,0,2
C17359,0,0,0,0,1,0,2
C17360,89.75,89.75,0.416667,0.416667,0,0,4
C17361,190,0,0.111111,0,1,0,1
C17362,264,0,0.166667,0,1,0,3
C17363,0,0,0,0,0,0,2
C17364,0,0,0,0,1,0,3
C17365,540,20,0.166667,0.083333,1,0,5
C17366,1290.24,88.87,0.333333,0.166667,0,1,2
C17367,235.4,235.4,0.5,0.5,0,0,2
C17368,1167.39,0,0.5,0,0,1,3
C17369,3726.65,1189.76,1,1,0,1,2
C17370,285.39,285.39,0.9,0.8,1,0,2
C17371,356.15,0,0.75,0,0,0,2
C17372,465.6,233.6,0.583333,0.5,0,0,3
C17373,230.1,200.1,0.5,0.5,0,0,2
C17374,125,125,0.454545,0.454545,0,0,3
C17376,0,0,0,0,0,0,4
C17377,4572.32,1844.95,0.916667,0.75,0,1,2
C17378,133,133,0.5,0.333333,1,0,2
C17379,2566.91,2566.91,1,1,0,1,1
C17380,150,150,0.272727,0.181818,0,0,1
C17381,269.28,269.28,0.75,0.75,0,0,5
C17382,1405.22,576.82,0.833333,0.583333,1,1,3
C17383,586.77,485.37,1,1,1,0,4
C17384,55.5,55.5,0.25,0.25,0,0,4
C17385,991.48,284.46,1,0.666667,0,0,5
C17386,78.19,78.19,0.583333,0.5,0,0,1
C17387,0,0,0,0,0,0,5
C17388,0,0,0,0,1,0,1
C17389,335.62,335.62,0.5,0.5,0,0,4
C17390,2734.77,1088.9,0.833333,0.5,0,1,1
C17391,457.68,457.68,1,1,0,0,5
C17392,0,0,0,0,1,0,1
C17393,0,0,0,0,0,0,3
C17394,503.41,503.41,1,1,1,0,3
C17395,0,0,0,0,0,0,3
C17396,659.72,573.86,0.583333,0.583333,1,0,5
C17397,0,0,0,0,0,0,5
C17398,0,0,0,0,1,0,5
C17399,120,0,0.083333,0,1,0,3
C17400,1180.68,0,0.333333,0,1,1,5
C17401,440,440,0.916667,0.833333,0,0,4
C17402,220,0,0.083333,0,1,0,2
C17403,658.87,579.2,0.916667,0.833333,1,0,5
C17404,1370.19,0,0.75,0,0,1,1
C17405,0,0,0,0,1,0,4
C17406,0,0,0,0,0,0,3
C17407,447.81,158.38,0.818182,0.636364,1,0,4
C17408,105,0,0.166667,0,0,0,2
C17409,680,0,0.166667,0,0,0,1
C17410,154.38,0,0.083333,0,1,0,1
C17411,1013.5,437.5,0.5,0.333333,1,1,1
C17412,498.99,0,0.25,0,1,0,3
C17413,0,0,0,0,0,0,5
C17414,0,0,0,0,1,0,2
C17415,554.7,238.7,0.916667,0.916667,0,0,4
C17416,295,0,0.333333,0,0,0,5
C17417,1456.07,1380,0.333333,0.25,1,1,4
C17418,1477.42,1477.42,1,1,1,1,4
C17419,633.71,316.89,1,0.75,0,0,2
C17420,0,0,0,0,0,0,2
C17421,500.09,500.09,0.916667,0.916667,1,0,2
C17422,0,0,0,0,0,0,2
C17423,0,0,0,0,1,0,3
C17424,2123.43,2123.43,0.583333,0.583333,0,1,1
C17425,1814.65,960,1,1,0,1,2
C17426,0,0,0,0,0,0,3
C17427,1365.5,1029.5,1,1,1,1,3
C17428,56.42,0,0.166667,0,0,0,5
C17429,1149.92,420.06,1,0.916667,0,1,1
C17430,907.99,0,1,0,1,0,4
C17431,0,0,0,0,0,0,3
C17432,385.4,385.4,0.416667,0.333333,0,0,4
C17433,0,0,0,0,0,0,3
C17434,109,0,0.2,0,1,0,5
C17435,0,0,0,0,0,0,4
C17436,500,500,0.333333,0.333333,1,0,4
C17437,1800,1800,0.75,0.666667,1,1,2
C17438,30,0,0.166667,0,0,0,5
C17439,329.25,329.25,0.75,0.75,0,0,2
C17440,1791.11,546.64,1,0.583333,1,1,1
C17441,550.93,550.93,0.583333,0.583333,0,0,2
C17442,0,0,0,0,1,0,5
C17443,187.25,187.25,0.583333,0.583333,0,0,4
C17444,1169.73,0,0.333333,0,0,1,2
C17445,0,0,0,0,1,0,1
C17446,1610.06,398.16,0.5,0.4,0,1,2
C17448,2767.85,2272.26,1,1,1,1,4
C17449,81.78,81.78,0.083333,0.083333,1,0,2
C17450,1750.66,1107.48,1,1,1,1,2
C17451,481.01,0,0.333333,0,0,0,5
C17452,0,0,0,0,1,0,5
C17453,226.07,226.07,0.583333,0.583333,0,0,5
C17454,0,0,0,0,1,0,3
C17455,272.93,272.93,0.583333,0.583333,0,0,1
C17456,324.17,324.17,0.416667,0.416667,0,0,5
C17457,124.03,0,0.083333,0,1,0,1
C17458,373.77,373.77,1,0.916667,1,0,2
C17459,2522.03,341.24,0.666667,0.555556,1,1,4
C17460,108,108,0.333333,0.333333,0,0,1
C17461,2241.87,300.32,1,0.916667,0,1,5
C17462,1007.4,65.58,0.5,0.083333,1,1,3
C17463,653.95,0,0.416667,0,0,0,5
C17464,350,350,0.416667,0.333333,1,0,2
C17465,2460,2460,0.583333,0.5,1,1,3
C17466,3262.5,2075.76,0.9,0.8,1,1,3
C17467,906.81,457.16,0.916667,0.75,1,0,1
C17468,636.84,152.64,0.416667,0.166667,0,0,5
C17469,2968.2,0,0.166667,0,0,1,2
C17470,0,0,0,0,1,0,4
C17471,398.57,287.33,0.333333,0.25,0,0,5
C17472,0,0,0,0,1,0,2
C17473,11577,602,1,0.5,0,1,1
C17474,1002.4,0,0.5,0,0,1,1
C17476,859.03,859.03,1,1,0,0,5
C17477,0,0,0,0,1,0,1
C17478,518.88,518.88,1,1,1,0,4
C17479,1247.43,1247.43,1,1,1,1,4
C17480,351.88,247.1,0.666667,0.5,1,0,1
C17481,337,337,1,1,1,0,5
C17482,361.49,0,0.454545,0,0,0,2
C17483,2199.62,1896.06,1,1,1,1,3
C17484,53.9,53.9,0.583333,0.583333,1,0,3
C17485,0,0,0,0,1,0,2
C17486,323.71,323.71,1,1,0,0,5
C17487,169.54,0,0.333333,0,0,0,1
C17488,0,0,0,0,1,0,1
C17489,133.45,116.65,0.5,0.333333,1,0,5
C17490,17.6,0,0.083333,0,0,0,1
C17491,316.2,316.2,1,1,1,0,1
C17492,973.5,0,0.166667,0,1,0,5
C17493,0,0,0,0,1,0,2
C17494,0,0,0,0,0,0,4
C17495,905.04,359.92,0.666667,0.666667,1,0,1
C17496,45.65,0,0.083333,0,1,0,1
C17497,108.2,108.2,0.416667,0.416667,1,0,4
C17498,208,208,0.833333,0.833333,1,0,4
C17499,0,0,0,0,1,0,1
C17500,1534.71,1103.31,0.666667,0.5,0,1,1
C17501,309.25,19.85,0.166667,0.083333,0,0,2
C17502,93.24,93.24,0.5,0.5,0,0,3
C17503,212.92,212.92,0.833333,0.833333,0,0,1
C17504,375.92,0,0.333333,0,1,0,4
C17505,1044.2,208.24,1,0.7,1,1,5
C17506,240.51,111.87,1,0.916667,1,0,4
C17507,394,394,0.416667,0.25,1,0,2
C17508,1520.76,863.57,0.916667,0.916667,1,1,4
C17509,706.08,0,0.916667,0,0,0,3
C17510,1273,0,0.083333,0,1,1,2
C17511,0,0,0,0,1,0,1
C17512,1214.55,221.88,0.333333,0.25,1,1,3
C17513,368.16,368.16,1,1,1,0,1
C17514,135.31,135.31,0.875,0.75,0,0,3
C17515,658.24,0,0.166667,0,0,0,3
C17516,1373.27,685.12,1,0.833333,1,1,4
C17517,740.11,329.83,1,1,1,0,1
C17518,2068.41,2068.41,1,1,1,1,4
C17519,313.36,313.36,0.666667,0.666667,1,0,4
C17521,0,0,0,0,1,0,2
C17522,0,0,0,0,0,0,3
C17523,671.36,671.36,0.583333,0.5,1,0,5
C17524,0,0,0,0,0,0,5
C17525,0,0,0,0,0,0,4
C17526,532.64,532.64,0.8,0.7,1,0,4
C17527,0,0,0,0,0,0,4
C17528,5812.17,669.6,0.916667,0.416667,0,1,3
C17529,1437.38,0,0.583333,0,0,1,4
C17530,48.04,48.04,0.333333,0.333333,0,0,3
C17531,0,0,0,0,0,0,1
C17532,641,0,0.916667,0,0,0,5
C17533,0,0,0,0,1,0,1
C17534,2459.18,2429.18,1,1,1,1,3
C17535,6513.38,1818.7,0.916667,0.833333,1,1,2
C17536,0,0,0,0,1,0,2
C17538,31.66,31.66,0.166667,0.166667,0,0,3
C17539,387.12,387.12,1,0.916667,1,0,3
C17540,1688.12,1688.12,1,1,0,1,5
C17541,3473.11,2209.57,1,1,1,1,2
C17542,0,0,0,0,1,0,3
C17543,0,0,0,0,1,0,4
C17544,673.8,673.8,1,1,1,0,3
C17545,704.17,704.17,1,1,1,0,4
C17546,391.68,391.68,0.833333,0.833333,0,0,2
C17547,496.56,496.56,1,1,1,0,4
C17548,266.64,266.64,1,1,1,0,1
C17549,2870.76,1976.27,1,1,0,1,3
C17550,1337.1,0,0.875,0,0,1,5
C17551,221.72,221.72,0.916667,0.916667,1,0,4
C17553,777.16,777.16,1,1,0,0,3
C17554,299.77,299.77,1,1,1,0,1
C17555,153.89,153.89,0.916667,0.916667,0,0,2
C17556,419.88,419.88,1,1,0,0,3
C17557,443.28,443.28,1,1,0,0,3
C17558,567.75,0,0.666667,0,1,0,3
C17559,415.47,0,0.166667,0,0,0,2
C17560,412,0,0.166667,0,0,0,1
C17561,3031.28,1414.93,0.909091,0.636364,0,1,5
C17562,561.48,561.48,0.5,0.416667,1,0,1
C17563,26.09,0,0.083333,0,0,0,1
C17565,159,159,0.166667,0.083333,1,0,1
C17566,928.06,93.76,0.909091,0.818182,1,0,1
C17567,545.38,545.38,0.916667,0.833333,0,0,1
C17568,0,0,0,0,1,0,1
C17569,672,672,0.666667,0.666667,1,0,2
C17570,510.32,293.42,1,1,1,0,4
C17571,1588.34,1088.34,0.916667,0.916667,0,1,3
C17572,392.96,392.96,0.666667,0.583333,1,0,1
C17573,2400.37,286.63,1,1,0,1,2
C17574,2738.82,330,0.583333,0.333333,0,1,4
C17575,101,0,0.166667,0,1,0,5
C17576,248.73,248.73,0.083333,0.083333,1,0,4
C17577,135.24,135.24,1,1,1,0,1
C17578,458.5,458.5,0.916667,0.916667,0,0,5
C17579,11994.71,0,0.25,0,0,1,2
C17580,549,258,0.5,0.416667,1,0,4
C17581,1109.83,0,0.166667,0,0,1,3
C17582,57,0,0.166667,0,1,0,1
C17583,1283.45,964.78,1,0.916667,0,1,1
C17584,713.64,0,0.083333,0,1,0,5
C17585,194.6,0,0.333333,0,1,0,1
C17586,1194.22,1194.22,0.666667,0.666667,0,1,2
C17587,0,0,0,0,1,0,4
C17588,837.48,837.48,1,1,1,0,3
C17589,377.86,299.86,1,1,0,0,3
C17590,343.46,121.62,0.333333,0.166667,1,0,3
C17591,119.19,119.19,0.416667,0.416667,1,0,1
C17593,56.94,56.94,0.25,0.25,0,0,5
C17594,242.06,242.06,0.5,0.5,0,0,5
C17595,0,0,0,0,0,0,4
C17596,0,0,0,0,0,0,1
C17597,15.3,15.3,0.083333,0.083333,1,0,3
C17598,0,0,0,0,0,0,5
C17599,129.86,0,0.083333,0,1,0,1
C17600,0,0,0,0,0,0,2
C17601,268.92,268.92,0.5,0.416667,0,0,2
C17602,485.73,333.33,0.25,0.166667,0,0,2
C17603,177.21,177.21,0.416667,0.416667,0,0,5
C17604,208.76,59.76,0.25,0.166667,0,0,2
C17605,0,0,0,0,0,0,5
C17606,258.36,258.36,1,0.833333,1,0,2
